id;name;type;ra_deg;dec_deg;mag;majax;minax;const;common
IC1401;IC1401;Galaxie;326.7479;1.7127;13.72;1.68;0.56;Aqr;
IC1402;IC1402;Amas ouvert;326.2457;53.2625;;;;Cyg;
IC1403;IC1403;Galaxie;327.6212;-2.7162;16.42;0.49;0.35;Aqr;
IC1404;IC1404;Galaxie;327.7349;-9.2666;14.63;0.97;0.81;Cap;
IC1405;IC1405;Galaxie;327.7077;2.0208;15.12;0.87;0.63;Aqr;
IC1406;IC1406;Galaxie;327.7703;1.9871;15.57;0.62;0.47;Aqr;
IC1407;IC1407;Galaxie;328.0977;3.4272;15.05;0.76;0.56;Peg;
IC1408;IC1408;Galaxie;328.2876;-13.3468;14.92;1;0.52;Cap;
IC1409;IC1409;Galaxie;328.3317;-7.4999;15.62;0.69;0.43;Aqr;
IC1410;IC1410;Galaxie;329.0089;-2.9003;15.5;0.83;0.54;Aqr;
IC1411;IC1411;Galaxie;329.0025;-1.5171;14.38;0.87;0.56;Aqr;
IC1412;IC1412;Galaxie;329.5769;-17.1762;14.55;1.27;0.71;Cap;
IC1413;IC1413;Galaxie;329.6109;-3.1024;15.72;0.93;0.26;Aqr;
IC1414;IC1414;Galaxie;329.5752;8.4238;15.2;0.47;0.4;Peg;
IC1415;IC1415;Autre;329.6777;1.3504;;;;Aqr;
IC1416;IC1416;Autre;329.7062;1.4516;;;;Aqr;
IC1417;IC1417;Galaxie;330.09;-13.1474;14;1.65;0.54;Aqr;
IC1418;IC1418;Galaxie;330.4997;4.3843;15.23;0.86;0.86;Peg;
IC1419;IC1419;Galaxie;330.7452;-9.921;16.06;0.54;0.3;Aqr;
IC1420;IC1420;Galaxie;330.6332;19.7501;;1.3;1.3;Peg;
IC1420 NED01;IC1420 NED01;Galaxie;330.6304;19.7504;14.35;1.32;1.07;Peg;
IC1420 NED02;IC1420 NED02;Galaxie;330.6345;19.7501;15.02;0.86;0.6;Peg;
IC1421;IC1421;Galaxie;330.7668;-9.9782;15.45;0.63;0.57;Aqr;
IC1422;IC1422;Galaxie;330.7502;2.5989;15.85;0.46;0.3;Peg;
IC1423;IC1423;Galaxie;330.8029;4.2976;14.76;0.92;0.44;Peg;
IC1424;IC1424;Autre;330.7891;11.1971;;;;Peg;
IC1425;IC1425;Galaxie;330.8521;2.5949;15.1;0.79;0.62;Peg;
IC1426;IC1426;Autre;330.9637;-9.9193;;;;Aqr;
IC1427;IC1427;Galaxie;330.8965;15.1068;15.19;1.14;0.83;Peg;
IC1428;IC1428;Galaxie;331.1153;2.6309;15.56;0.71;0.37;Peg;
IC1429;IC1429;Autre;331.7602;10.1092;;;;Peg;
IC1430;IC1430;Galaxie;331.8743;-13.5812;15.63;0.56;0.47;Aqr;
IC1431;IC1431;Galaxie;331.915;-13.5134;15.27;0.75;0.7;Aqr;
IC1432;IC1432;Galaxie;332.5165;3.6896;16.75;0.44;0.28;Peg;
IC1433;IC1433;Galaxie;333.0425;-12.7653;;1;1;Aqr;
IC1433 NED01;IC1433 NED01;Galaxie;333.0443;-12.7656;15.64;0.83;0.41;Aqr;
IC1433 NED02;IC1433 NED02;Galaxie;333.041;-12.7656;;0.18;0.15;Aqr;
IC1433 NED03;IC1433 NED03;Galaxie;333.0384;-12.7631;17.74;0.21;0.19;Aqr;
IC1434;IC1434;Amas ouvert;332.6757;52.8501;;4.8;4.8;Lac;
IC1435;IC1435;Galaxie;333.3595;-22.0967;13.89;1.07;0.65;Aqr;
IC1436;IC1436;Galaxie;333.4643;-10.1918;16.06;0.56;0.42;Aqr;
IC1437;IC1437;Galaxie;333.9375;2.0659;14.84;1.08;0.94;Aqr;
IC1438;IC1438;Galaxie;334.1212;-21.4307;12.75;2.33;2.16;Aqr;
IC1439;IC1439;Galaxie;334.1672;-21.4859;14.75;1.25;0.65;Aqr;
IC1440;IC1440;Galaxie;334.1384;-16.0164;14.91;1.67;0.48;Aqr;
IC1441;IC1441;Galaxie;333.8297;37.3015;15.37;1.07;0.58;Lac;
IC1442;IC1442;Amas ouvert;334.0055;53.9913;9.1;4.2;4.2;Lac;
IC1443;IC1443;Galaxie;334.7653;-20.9399;13.53;1.55;1.21;Aqr;
IC1444;IC1444;Galaxie;335.5997;5.1392;15.81;0.58;0.37;Peg;
IC1445;IC1445;Galaxie;336.3764;-17.2433;12.74;1.41;1.15;Aqr;
IC1446;IC1446;Galaxie;337.2696;-1.1849;15.5;0.78;0.49;Aqr;
IC1447;IC1447;Galaxie;337.4992;-5.1199;13.71;1.48;0.77;Aqr;
IC1449;IC1449;Galaxie;338.7792;-8.7653;15.23;0.57;0.34;Aqr;
IC1450;IC1450;Autre;339.4914;34.5355;;;;Peg;
IC1451;IC1451;Galaxie;341.5311;-10.3694;15;0.91;0.87;Aqr;
IC1453;IC1453;Galaxie;341.726;-13.4496;15.1;0.84;0.71;Aqr;
IC1454;IC1454;Nebuleuse;340.6042;80.4422;14;0.47;0.47;Cep;
IC1455;IC1455;Galaxie;343.4419;1.372;14.62;1;0.56;Psc;
IC1456;IC1456;Galaxie;343.8258;-12.732;15.91;0.95;0.21;Aqr;
IC1457;IC1457;Autre;343.849;-5.5627;;;;Aqr;
IC1459;IC1459;Galaxie;344.2942;-36.4622;10.54;4.61;3.23;Gru;
IC1460;IC1460;Galaxie;344.267;4.677;14.3;0.61;0.48;Psc;
IC1461;IC1461;Galaxie;344.6429;15.1728;15.01;0.6;0.55;Peg;
IC1462;IC1462;Autre;344.6548;8.4413;;;;Peg;
IC1463;IC1463;Autre;344.8372;-10.5309;;;;Aqr;
IC1464;IC1464;Galaxie;345.7983;-8.9908;;1.2;1.2;Aqr;
IC1464A;IC1464A;Galaxie;345.8003;-8.993;15.32;0.26;0.15;Aqr;
IC1464B;IC1464B;Galaxie;345.796;-8.9892;15.5;0.68;0.45;Aqr;
IC1465;IC1465;Autre;345.7217;16.5825;;;;Peg;
IC1466;IC1466;Galaxie;345.9127;-2.7754;14.55;0.6;0.5;Psc;
IC1467;IC1467;Galaxie;346.2071;-3.2299;14.75;0.79;0.38;Psc;
IC1468;IC1468;Galaxie;346.2815;-3.2045;15.25;1.06;0.49;Psc;
IC1469;IC1469;Galaxie;346.6195;-13.5366;;0.45;0.36;Aqr;
IC1470;IC1470;Nebuleuse;346.2925;60.2441;11.5;1.8;1.8;Cep;
IC1471;IC1471;Galaxie;347.1869;-12.6394;14.63;1.07;0.65;Aqr;
IC1472;IC1472;Galaxie;347.2778;17.2591;15.21;1.01;0.6;Peg;
IC1473;IC1473;Galaxie;347.7725;29.6434;14.16;1.74;0.85;Peg;
IC1474;IC1474;Galaxie;348.2136;5.8064;13.94;1.04;0.48;Psc;
IC1475;IC1475;Autre;348.5093;-28.4224;;;;Scl;
IC1476;IC1476;Galaxie;348.5681;30.5515;15.53;0.91;0.91;Peg;
IC1479;IC1479;Galaxie;349.6934;-10.3993;14.6;1.16;0.96;Aqr;
IC1481;IC1481;Galaxie;349.8547;5.9062;14.4;0.73;0.65;Psc;
IC1482;IC1482;Galaxie;350.2063;1.739;15.08;0.81;0.63;Psc;
IC1484;IC1484;Galaxie;350.6664;11.3845;17.78;0.62;0.32;Peg;
IC1488;IC1488;Galaxie;351.4106;15.3544;15.73;1.08;0.24;Peg;
IC1489;IC1489;Galaxie;351.6339;-12.5165;15.11;0.54;0.52;Aqr;
IC1490;IC1490;Galaxie;359.7947;-4.127;14.5;1.45;0.84;Psc;
IC1491;IC1491;Galaxie;352.3529;-16.3166;15.03;0.77;0.42;Aqr;
IC1492;IC1492;Galaxie;352.6504;-3.0399;14.37;1.47;1.11;Psc;
IC1493;IC1493;Galaxie;352.6146;14.4589;16.55;0.52;0.29;Peg;
IC1494;IC1494;Galaxie;352.6923;-12.7245;15.83;0.73;0.34;Aqr;
IC1495;IC1495;Galaxie;352.6989;-13.4854;13;1.33;0.83;Aqr;
IC1496;IC1496;Galaxie;352.723;-2.9343;14.41;1.65;1.22;Psc;
IC1497;IC1497;Autre;352.2087;11.987;;;;Peg;
IC1498;IC1498;Galaxie;352.9735;-5.007;14.03;2.24;0.57;Aqr;
IC1499;IC1499;Autre;352.9876;-13.4397;;;;Aqr;
IC1500;IC1500;Galaxie;353.289;4.5525;15.2;0.47;0.38;Psc;
IC1501;IC1501;Galaxie;353.6669;-3.1528;14.6;1.48;0.67;Psc;
IC1502;IC1502;Galaxie;354.0855;75.6481;14.66;1.01;0.58;Cep;
IC1503;IC1503;Galaxie;354.613;4.8014;14.26;0.9;0.43;Psc;
IC1504;IC1504;Galaxie;355.3312;4.0175;14.41;1.64;0.49;Psc;
IC1505;IC1505;Galaxie;355.4046;-3.5651;14.67;0.6;0.6;Aqr;
IC1506;IC1506;Galaxie;356.2017;4.7357;15.52;0.91;0.56;Psc;
IC1507;IC1507;Galaxie;356.3882;1.6887;14.73;1.29;0.47;Psc;
IC1508;IC1508;Galaxie;356.4795;12.0617;13.4;0.76;0.37;Peg;
IC1509;IC1509;Galaxie;356.8195;-15.3064;15.21;1.29;0.22;Aqr;
IC1510;IC1510;Galaxie;357.6367;2.0733;;1;1;Psc;
IC1510 NED01;IC1510 NED01;Galaxie;357.6354;2.0747;16.08;0.51;0.35;Psc;
IC1510 NED02;IC1510 NED02;Galaxie;357.6377;2.0724;15.16;0.68;0.49;Psc;
IC1511;IC1511;Autre;357.7519;27.0609;;;;Peg;
IC1512;IC1512;Autre;357.756;27.0271;;;;Peg;
IC1513;IC1513;Galaxie;358.3724;11.3176;15.04;1.1;0.4;Peg;
IC1515;IC1515;Galaxie;359.0163;-0.9885;14.4;1.31;1.08;Psc;
IC1516;IC1516;Galaxie;359.0295;-0.9165;14.08;1.19;1;Psc;
IC1517;IC1517;Galaxie;359.0784;-0.3056;14.62;1.01;0.75;Psc;
IC1518;IC1518;Galaxie;359.2755;12.465;15.93;0.5;0.37;Peg;
IC1519;IC1519;Galaxie;359.2849;12.4576;15.95;0.63;0.5;Peg;
IC1520;IC1520;Galaxie;359.4769;-14.0393;14.69;0.55;0.55;Cet;
IC1521;IC1521;Galaxie;359.7486;-7.1468;15.04;0.92;0.55;Cet;
IC1522;IC1522;Galaxie;359.7644;1.7199;15.25;0.76;0.29;Psc;
IC1523;IC1523;Galaxie;359.7775;6.8731;16.28;0.36;0.26;Psc;
IC1525;IC1525;Galaxie;359.8156;46.8897;13.2;1.79;1.24;And;
IC1526;IC1526;Galaxie;0.3813;11.3459;15.07;0.74;0.51;Peg;
IC1527;IC1527;Galaxie;0.59;4.0897;15.42;0.91;0.65;Psc;
IC1528;IC1528;Galaxie;1.2724;-7.0934;13.59;2.15;0.85;Cet;
IC1529;IC1529;Galaxie;1.3049;-11.5028;14.51;1.15;0.94;Cet;
IC1531;IC1531;Galaxie;2.3982;-32.277;13.52;1.89;1.31;Scl;
IC1532;IC1532;Galaxie;2.47;-64.3721;14.84;1.83;0.54;Tuc;
IC1533;IC1533;Autre;2.6517;-7.4151;;;;Cet;
IC1534;IC1534;Galaxie;3.4393;48.1514;15.06;1.02;0.44;And;
IC1535;IC1535;Galaxie;3.4889;48.158;15.15;0.99;0.29;And;
IC1536;IC1536;Galaxie;3.5792;48.1433;15.53;0.81;0.53;And;
IC1537;IC1537;Autre;3.9636;-39.2621;16.04;1.32;0.59;Scl;
IC1538;IC1538;Autre;4.5065;30.0293;;;;And;
IC1540;IC1540;Galaxie;4.9531;23.7726;14.89;0.97;0.41;And;
IC1541;IC1541;Galaxie;5.0082;21.9998;15.59;0.72;0.28;And;
IC1542;IC1542;Galaxie;5.1716;22.5924;15;0.53;0.43;And;
IC1543;IC1543;Galaxie;5.231;21.866;14.17;0.8;0.68;And;
IC1544;IC1544;Galaxie;5.3229;23.0909;14.05;1.1;0.77;And;
IC1545;IC1545;Galaxie;5.3371;21.9834;16.67;0.45;0.36;And;
IC1547;IC1547;Autre;5.3987;22.5064;;;;And;
IC1548;IC1548;Galaxie;5.4798;22.0063;15.63;0.68;0.42;And;
IC1549;IC1549;Galaxie;5.7076;6.9643;14.97;1.45;1.45;Psc;
IC1550;IC1550;Galaxie;6.1152;38.1856;15.03;0.91;0.91;And;
IC1551;IC1551;Galaxie;6.8979;8.8775;14.88;2.42;0.68;Psc;
IC1552;IC1552;Galaxie;7.4321;21.4768;15.35;0.94;0.27;Psc;
IC1553;IC1553;Galaxie;8.1672;-25.6075;14.44;1.36;0.34;Scl;
IC1554;IC1554;Galaxie;8.2806;-32.2584;13.81;1.38;0.8;Scl;
IC1555;IC1555;Galaxie;8.636;-30.0179;14.35;1.31;0.74;Scl;
IC1556;IC1556;Galaxie;8.7621;-9.3684;15.21;0.84;0.34;Cet;
IC1557;IC1557;Galaxie;8.8938;-2.8764;15.54;0.69;0.24;Cet;
IC1558;IC1558;Galaxie;8.9461;-25.3744;12.46;2.8;1.52;Scl;
IC1560;IC1560;Autre;9.4135;2.6716;;;;Cet;
IC1561;IC1561;Galaxie;9.6354;-24.3399;15.16;1.41;0.51;Cet;
IC1562;IC1562;Galaxie;9.6415;-24.2741;13.6;1.5;1.41;Cet;
IC1564;IC1564;Galaxie;9.7714;6.0211;14.75;1.01;0.5;Psc;
IC1565;IC1565;Galaxie;9.8595;6.7343;14.5;1.8;1.76;Psc;
IC1566;IC1566;Galaxie;9.889;6.8151;15.45;0.91;0.74;Psc;
IC1568;IC1568;Galaxie;9.9832;6.8486;15.72;1.15;0.87;Psc;
IC1569;IC1569;Galaxie;10.1167;6.7197;15.69;0.72;0.6;Psc;
IC1570;IC1570;Galaxie;10.1421;6.7527;16.45;0.58;0.27;Psc;
IC1571;IC1571;Galaxie;10.1577;-0.3307;14.58;1.05;0.84;Cet;
IC1572;IC1572;Autre;10.3004;16.2375;;;;Psc;
IC1573;IC1573;Galaxie;10.5436;-23.5916;16.69;1.29;0.17;Cet;
IC1574;IC1574;Galaxie;10.7659;-22.2469;13.86;1.83;0.7;Cet;
IC1575;IC1575;Galaxie;10.889;-4.1178;14.85;0.87;0.77;Cet;
IC1576;IC1576;Galaxie;11.059;-25.1093;15.56;0.76;0.46;Scl;
IC1578;IC1578;Galaxie;11.108;-25.0768;15.28;0.84;0.37;Scl;
IC1579;IC1579;Galaxie;11.3852;-26.5654;14.78;1.02;0.53;Scl;
IC1580;IC1580;Autre;11.5889;29.9366;;;;And;
IC1581;IC1581;Galaxie;11.443;-25.9202;16.23;1;0.2;Scl;
IC1582;IC1582;Galaxie;11.5701;-24.2793;15.8;1.21;0.3;Cet;
IC1583;IC1583;Galaxie;11.7929;23.0738;15.33;0.6;0.46;And;
IC1584;IC1584;Galaxie;11.8274;27.8277;15.02;1.38;1.2;And;
IC1585;IC1585;Galaxie;11.8096;23.0536;15.11;0.75;0.55;And;
IC1586;IC1586;Galaxie;11.9847;22.3729;14.7;0.28;0.23;And;
IC1587;IC1587;Galaxie;12.1804;-23.5617;15.55;1.16;0.44;Cet;
IC1588;IC1588;Galaxie;12.7405;-23.5579;16.37;0.69;0.35;Cet;
IC1589;IC1589;Autre;12.9973;-34.4221;;;;Scl;
IC1590;IC1590;Amas ouvert;13.2092;56.643;;6.3;6.3;Cas;
IC1592;IC1592;Galaxie;13.3627;5.7704;15.36;0.86;0.68;Psc;
IC1593;IC1593;Autre;13.6651;32.5195;;;;Psc;
IC1594;IC1594;Galaxie;13.4389;-47.6475;15.17;1.25;0.39;Phe;
IC1595;IC1595;Galaxie;13.446;-45.1866;15.38;1.45;0.26;Phe;
IC1596;IC1596;Galaxie;13.6785;21.5226;15;1.88;0.75;Psc;
IC1597;IC1597;Galaxie;13.3837;-58.1071;15.02;1.61;0.42;Tuc;
IC1598;IC1598;Galaxie;13.674;5.7738;14.97;1.01;0.51;Psc;
IC1599;IC1599;Galaxie;13.6367;-23.4949;15.53;1.19;0.28;Cet;
IC1600;IC1600;Galaxie;13.7677;-23.5249;15.52;0.8;0.47;Cet;
IC1601;IC1601;Galaxie;13.8952;-24.1534;14.47;0.92;0.44;Cet;
IC1602;IC1602;Galaxie;13.9662;-9.9857;15.44;1.08;0.8;Cet;
IC1603;IC1603;Galaxie;14.2487;-45.4129;14.63;1.41;0.55;Phe;
IC1604;IC1604;Autre;14.4956;-16.2301;;;;Cet;
IC1605;IC1605;Galaxie;14.4068;-48.9027;12.94;1.68;1.35;Phe;
IC1606;IC1606;Autre;14.5924;-12.1785;;;;Cet;
IC1607;IC1607;Galaxie;14.7036;0.5873;14.41;0.94;0.76;Cet;
IC1608;IC1608;Galaxie;14.8515;-34.3289;13.71;2.05;0.68;Scl;
IC1609;IC1609;Galaxie;14.9443;-40.3336;13.73;1.13;0.99;Phe;
IC1610;IC1610;Galaxie;15.4274;-15.5678;13.86;1.59;1.41;Cet;
IC1611;IC1611;Amas ouvert;14.9496;-72.3323;11.96;1.5;1.5;Tuc;
IC1612;IC1612;Amas ouvert;14.9942;-72.3707;12.31;1.2;0.8;Tuc;
IC1613;IC1613;Galaxie;16.1991;2.1178;9.54;18.32;17.14;Cet;
IC1614;IC1614;Galaxie;16.279;33.1898;17.62;0.62;0.51;Psc;
IC1615;IC1615;Galaxie;16.0293;-51.1331;14.3;1.33;0.6;Phe;
IC1616;IC1616;Galaxie;16.2341;-27.4294;12.89;1.63;1.5;Scl;
IC1617;IC1617;Galaxie;16.07;-51.0328;14.6;1.35;0.49;Phe;
IC1618;IC1618;Galaxie;16.4832;32.4122;15.59;0.86;0.46;Psc;
IC1619;IC1619;Galaxie;16.8435;33.0673;15.18;0.75;0.6;Psc;
IC1620;IC1620;Galaxie;16.8094;13.9551;14.6;0.96;0.68;Psc;
IC1621;IC1621;Galaxie;16.5943;-46.7255;14.62;1.38;0.43;Phe;
IC1622;IC1622;Galaxie;16.9028;-17.5386;14.64;0.7;0.56;Cet;
IC1623;IC1623;Galaxie;16.9466;-17.507;;1.2;1.2;Cet;
IC1623A;IC1623A;Galaxie;16.9446;-17.5072;14.26;1.05;0.87;Cet;
IC1623B;IC1623B;Galaxie;16.9482;-17.507;13.89;0.8;0.6;Cet;
IC1624;IC1624;Amas ouvert;16.341;-72.0425;12.42;0.9;0.9;Tuc;
IC1625;IC1625;Galaxie;16.9275;-46.9076;12.08;1.8;1.41;Phe;
IC1626;IC1626;Amas ouvert;16.556;-73.2961;13.82;1;1;Tuc;
IC1627;IC1627;Galaxie;17.0452;-46.0941;13.72;1.62;0.64;Phe;
IC1628;IC1628;Galaxie;17.198;-28.5823;12.52;1.65;1.53;Scl;
IC1629;IC1629;Galaxie;17.3258;2.5675;15.97;0.78;0.63;Cet;
IC1630;IC1630;Galaxie;17.0699;-46.754;15.19;1.65;0.28;Phe;
IC1631;IC1631;Galaxie;17.187;-46.4758;14.23;0.81;0.52;Phe;
IC1632;IC1632;Galaxie;17.6807;17.6833;16.48;0.23;0.22;Psc;
IC1633;IC1633;Galaxie;17.4816;-45.9312;11.39;2.9;2.16;Phe;
IC1634;IC1634;Galaxie;17.7658;17.6631;15.66;0.83;0.72;Psc;
IC1635;IC1635;Galaxie;17.7647;17.652;15.64;1.15;0.65;Psc;
IC1636;IC1636;Galaxie;17.8957;33.3654;15;0.55;0.44;Psc;
IC1637;IC1637;Galaxie;17.7548;-30.4385;12.88;1.69;1.3;Scl;
IC1638;IC1638;Galaxie;18.0909;33.3645;14.92;0.75;0.68;Psc;
IC1639;IC1639;Galaxie;17.944;-0.6644;14.37;0.76;0.7;Cet;
IC1640;IC1640;Galaxie;17.9638;-0.6304;15.45;0.18;0.18;Cet;
IC1641;IC1641;Amas ouvert;17.4133;-71.769;14.99;0.75;0.65;Tuc;
IC1643;IC1643;Galaxie;18.036;-0.4102;15.15;0.9;0.67;Cet;
IC1644;IC1644;Nebuleuse;17.3042;-73.1941;11.7;0.8;0.65;Tuc;
IC1645;IC1645;Galaxie;18.1139;15.7501;14.4;0.86;0.77;Psc;
IC1646;IC1646;Galaxie;18.1826;15.7078;15.1;0.65;0.61;Psc;
IC1647;IC1647;Galaxie;18.3109;38.8853;15.13;0.9;0.4;And;
IC1648;IC1648;Galaxie;18.4255;33.2182;15.14;0.4;0.4;Psc;
IC1649;IC1649;Galaxie;17.9623;-55.8573;14.72;1.9;0.31;Phe;
IC1650;IC1650;Galaxie;18.0795;-50.4017;13.64;1.32;0.65;Phe;
IC1651;IC1651;Autre;18.3648;2.0692;;;;Cet;
IC1652;IC1652;Galaxie;18.7344;31.9485;14.23;1.32;0.17;Psc;
IC1654;IC1654;Galaxie;18.7995;30.1948;14.52;0.99;0.46;Psc;
IC1655;IC1655;Amas ouvert;17.9754;-71.3306;14;1.7;1.5;Tuc;
IC1657;IC1657;Galaxie;18.5292;-32.6509;13.14;2.32;0.52;Scl;
IC1659;IC1659;Galaxie;19.0251;30.3491;14.56;0.83;0.74;Psc;
IC1660;IC1660;Amas ouvert;18.157;-71.7618;13.51;1.1;1.1;Tuc;
IC1662;IC1662;Amas ouvert;18.1365;-73.4567;14.03;1.2;1.2;Tuc;
IC1664;IC1664;Autre;18.5771;-69.8115;;;;Tuc;
IC1665;IC1665;Autre;19.4371;34.7017;;;;And;
IC1666;IC1666;Galaxie;19.9725;32.4673;14.35;0.93;0.86;Psc;
IC1667;IC1667;Galaxie;19.6765;-17.0502;15.41;0.96;0.68;Cet;
IC1668;IC1668;Galaxie;19.7213;33.1731;15.75;0.34;0.24;Psc;
IC1669;IC1669;Galaxie;20.0285;33.1847;15.65;0.77;0.26;Psc;
IC1670;IC1670;Galaxie;19.7117;-16.8028;;3;3;Cet;
IC1670A;IC1670A;Galaxie;19.7035;-16.8034;14.77;1.6;0.56;Cet;
IC1670B;IC1670B;Galaxie;19.7202;-16.8034;14.5;1.99;0.44;Cet;
IC1672;IC1672;Galaxie;20.1592;29.6988;13.92;1.42;1;Psc;
IC1673;IC1673;Galaxie;20.1931;33.0449;14.79;0.54;0.54;Psc;
IC1674;IC1674;Galaxie;19.8268;-50.9636;14.92;0.52;0.29;Phe;
IC1675;IC1675;Galaxie;20.2496;34.2486;14.27;0.72;0.23;And;
IC1676;IC1676;Galaxie;20.2441;30.2595;15.58;0.59;0.44;Psc;
IC1677;IC1677;Galaxie;20.2795;33.2161;15.17;0.65;0.3;Psc;
IC1678;IC1678;Galaxie;20.2605;5.5605;15.3;0.34;0.24;Psc;
IC1679;IC1679;Galaxie;20.4358;33.4936;15.48;0.6;0.51;Psc;
IC1680;IC1680;Galaxie;20.4633;33.2825;14.86;0.7;0.53;Psc;
IC1681;IC1681;Galaxie;20.3388;0.0904;14.89;1;0.49;Cet;
IC1682;IC1682;Galaxie;20.5554;33.2603;14.26;0.86;0.4;Psc;
IC1683;IC1683;Galaxie;20.6625;34.4369;14.13;1.32;0.57;And;
IC1684;IC1684;Galaxie;20.7217;33.4136;15.77;0.68;0.45;Psc;
IC1685;IC1685;Galaxie;20.7775;33.1894;;0.4;0.3;Psc;
IC1687;IC1687;Galaxie;20.8296;33.2753;14.77;0.68;0.48;Psc;
IC1688;IC1688;Galaxie;20.8671;33.0831;16.42;0.38;0.31;Psc;
IC1689;IC1689;Galaxie;20.9494;33.0553;14.78;0.62;0.41;Psc;
IC1690;IC1690;Galaxie;20.9564;33.1563;14.98;0.49;0.26;Psc;
IC1691;IC1691;Galaxie;21.1075;33.4069;16.26;0.46;0.39;Psc;
IC1692;IC1692;Galaxie;21.1648;33.2358;15.6;0.5;0.36;Psc;
IC1693;IC1693;Galaxie;21.01;-1.657;15.99;0.65;0.27;Cet;
IC1694;IC1694;Galaxie;21.1992;1.6072;14.8;1.12;0.71;Cet;
IC1695;IC1695;Galaxie;21.2818;8.6995;15.3;1.84;1.08;Psc;
IC1696;IC1696;Galaxie;21.2182;-1.6171;13.61;0.83;0.75;Cet;
IC1697;IC1697;Galaxie;21.2623;0.4444;15.02;0.81;0.46;Cet;
IC1698;IC1698;Galaxie;21.3423;14.8387;14.82;1.87;0.76;Psc;
IC1701;IC1701;Galaxie;21.46;18.1845;15.31;0.79;0.6;Psc;
IC1702;IC1702;Galaxie;21.4845;16.6018;14.44;1.13;0.68;Psc;
IC1704;IC1704;Galaxie;21.7897;14.7763;14.26;1.08;0.76;Psc;
IC1705;IC1705;Galaxie;21.6868;-3.5015;14.38;0.63;0.48;Cet;
IC1706;IC1706;Galaxie;21.8792;14.8196;15.56;0.5;0.48;Psc;
IC1707;IC1707;Autre;22.0013;37.1171;;;;And;
IC1708;IC1708;Amas ouvert;21.2337;-71.1844;14.3;1.2;1.2;Hyi;
IC1711;IC1711;Galaxie;22.7302;17.1886;14.68;2.49;0.48;Psc;
IC1713;IC1713;Autre;23.1825;35.3245;;;;Tri;
IC1714;IC1714;Galaxie;23.2215;-13.025;16.57;0.62;0.5;Cet;
IC1715;IC1715;Galaxie;23.3923;12.5854;14.48;0.65;0.5;Psc;
IC1716;IC1716;Autre;23.3619;-12.3079;;;;Cet;
IC1717;IC1717;Autre;23.1264;-67.5368;;;;Hyi;
IC1718;IC1718;Galaxie;24.6115;33.3665;14.96;0.68;0.38;Tri;
IC1719;IC1719;Galaxie;24.3997;-33.9241;13.96;1.49;1.08;Scl;
IC1720;IC1720;Galaxie;25.09;-28.9127;13.81;1.21;0.91;Scl;
IC1721;IC1721;Galaxie;25.3518;8.5255;14.59;1.05;0.46;Psc;
IC1722;IC1722;Galaxie;25.7613;-34.1877;14.81;1.52;0.39;Scl;
IC1723;IC1723;Galaxie;25.8091;8.8894;14.08;2.45;0.5;Psc;
IC1724;IC1724;Galaxie;25.7903;-34.2419;14.22;1.29;0.5;Scl;
IC1725;IC1725;Galaxie;26.2993;21.7766;15.3;0.52;0.45;Psc;
IC1726;IC1726;Galaxie;26.332;4.6185;14.62;0.3;0.3;Psc;
IC1727;IC1727;Galaxie;26.8745;27.3334;11.57;6.52;2.44;Tri;
IC1728;IC1728;Galaxie;26.9354;-33.6015;13.35;1.29;0.8;For;
IC1729;IC1729;Galaxie;26.9802;-26.8921;12.53;2.22;1.25;For;
IC1730;IC1730;Galaxie;27.4914;22.0121;15.64;0.75;0.48;Ari;
IC1731;IC1731;Galaxie;27.5514;27.1962;14.12;1.45;0.8;Tri;
IC1732;IC1732;Galaxie;27.6996;35.9327;14.82;1.32;0.38;And;
IC1733;IC1733;Galaxie;27.6787;33.082;13.01;1.54;1.43;Tri;
IC1734;IC1734;Galaxie;27.321;-32.7426;12.86;1.63;1.52;For;
IC1735;IC1735;Galaxie;27.7156;33.0923;15.07;0.85;0.69;Tri;
IC1736;IC1736;Galaxie;27.7217;18.3028;14.95;1.04;0.28;Ari;
IC1737;IC1737;Autre;27.928;36.2512;;;;And;
IC1738;IC1738;Galaxie;27.7829;-9.792;14.7;0.93;0.69;Cet;
IC1739;IC1739;Galaxie;27.6233;-34.0556;14.75;0.88;0.55;For;
IC1740;IC1740;Autre;27.2148;-30.086;;;;For;
IC1741;IC1741;Galaxie;27.9864;-16.788;15.52;1.05;0.58;Cet;
IC1742;IC1742;Galaxie;28.3093;22.7214;15.16;0.68;0.46;Ari;
IC1745;IC1745;Galaxie;28.2462;-16.669;16.07;0.75;0.31;Cet;
IC1746;IC1746;Galaxie;28.6013;4.8039;15.01;1.58;0.47;Psc;
IC1747;IC1747;Nebuleuse;29.3989;63.3218;12;0.22;0.22;Cas;
IC1748;IC1748;Galaxie;29.0369;17.6413;14.68;0.69;0.49;Ari;
IC1749;IC1749;Galaxie;29.0463;6.7449;14.69;1.06;0.69;Psc;
IC1750;IC1750;Galaxie;29.0773;4.0763;15.35;1.02;0.18;Psc;
IC1752;IC1752;Galaxie;29.3143;28.6135;16.29;0.62;0.28;Tri;
IC1753;IC1753;Galaxie;29.3305;28.5892;14.94;0.84;0.57;Tri;
IC1754;IC1754;Galaxie;29.2078;4.0256;15.36;0.92;0.92;Psc;
IC1755;IC1755;Galaxie;29.2908;14.5499;14.71;1.46;0.37;Ari;
