id;name;type;ra_deg;dec_deg;mag;majax;minax;const;common
IC1061;IC1061;Galaxie;222.8093;18.7576;16;0.49;0.39;Boo;
IC1062;IC1062;Galaxie;222.8236;18.687;15.28;0.94;0.78;Boo;
IC1063;IC1063;Galaxie;223.0459;4.6821;14.87;0.74;0.57;Vir;
IC1065;IC1065;Galaxie;222.3399;63.2706;13.71;0.88;0.7;Dra;
IC1066;IC1066;Galaxie;223.2619;3.296;14.13;1.21;0.66;Vir;
IC1067;IC1067;Galaxie;223.2719;3.3318;13.52;1.82;1.48;Vir;
IC1068;IC1068;Galaxie;223.3872;3.0773;14.64;0.92;0.69;Vir;
IC1069;IC1069;Galaxie;222.6938;54.4112;14.88;1.47;0.76;Boo;
IC1070;IC1070;Galaxie;223.4637;3.4847;15.88;0.78;0.31;Vir;
IC1071;IC1071;Galaxie;223.5521;4.75;14.46;1.09;0.69;Vir;
IC1072;IC1072;Galaxie;223.5548;4.8416;15.28;0.87;0.53;Vir;
IC1073;IC1073;Galaxie;223.5598;4.7944;15.49;0.52;0.41;Vir;
IC1074;IC1074;Galaxie;222.9888;51.2649;15.05;0.92;0.33;Boo;
IC1075;IC1075;Galaxie;223.7052;18.106;14.87;1.19;0.52;Boo;
IC1076;IC1076;Galaxie;223.7484;18.0373;13.69;0.91;0.49;Boo;
IC1077;IC1077;Galaxie;224.3405;-19.2137;13.46;1.31;1.08;Lib;
IC1078;IC1078;Galaxie;224.1209;9.3545;14.72;0.99;0.81;Boo;
IC1079;IC1079;Galaxie;224.1507;9.3697;14.65;1.46;0.85;Boo;
IC1080;IC1080;Galaxie;224.4992;-6.7233;14.98;1.22;0.92;Lib;
IC1081;IC1081;Galaxie;224.7294;-19.2391;14.75;1.66;0.58;Lib;
IC1082;IC1082;Galaxie;224.7187;7.0073;15.28;0.86;0.7;Vir;
IC1083;IC1083;Galaxie;223.8892;68.4086;15.16;0.72;0.57;UMi;
IC1084;IC1084;Galaxie;225.312;-7.4749;14.23;0.87;0.6;Lib;
IC1085;IC1085;Galaxie;225.6807;17.2525;14.91;0.94;0.84;Boo;
IC1086;IC1086;Galaxie;225.8715;17.1144;15.32;0.69;0.47;Boo;
IC1087;IC1087;Galaxie;226.6829;3.7768;15.47;0.74;0.33;Vir;
IC1088;IC1088;Autre;226.6976;3.7919;;;;Vir;
IC1089;IC1089;Galaxie;226.8583;7.1167;15.24;0.97;0.64;Vir;
IC1090;IC1090;Autre;226.4298;42.6824;;;;Boo;
IC1091;IC1091;Galaxie;227.0563;-11.1409;14.34;1.09;0.82;Lib;
IC1092;IC1092;Galaxie;226.9005;9.3582;15.04;1.01;1;Boo;
IC1093;IC1093;Galaxie;226.8985;14.548;14.99;1;0.74;Boo;
IC1094;IC1094;Galaxie;226.9258;14.625;;0.8;0.8;Boo;
IC1094 NED01;IC1094 NED01;Galaxie;226.9242;14.6219;16.57;0.55;0.51;Boo;
IC1094 NED02;IC1094 NED02;Galaxie;226.9258;14.628;16.3;0.54;0.41;Boo;
IC1094 NED03;IC1094 NED03;Galaxie;226.9275;14.6268;17.14;0.52;0.32;Boo;
IC1095;IC1095;Galaxie;227.146;13.6706;15.3;0.65;0.6;Boo;
IC1096;IC1096;Galaxie;227.0899;19.1921;15.69;0.56;0.38;Boo;
IC1097;IC1097;Galaxie;227.1304;19.1843;14.83;0.91;0.42;Boo;
IC1098;IC1098;Autre;226.6052;55.6017;;;;Dra;
IC1099;IC1099;Galaxie;226.7277;56.509;14.78;1.12;0.81;Dra;
IC1101;IC1101;Galaxie;227.7337;5.7448;15.34;1.2;0.6;Vir;
IC1102;IC1102;Galaxie;227.7706;4.2939;15.5;1.04;0.58;Vir;
IC1103;IC1103;Galaxie;227.8995;19.2078;15.81;0.91;0.5;Se1;
IC1104;IC1104;Autre;228.2078;-5.0556;;;;Lib;
IC1105;IC1105;Galaxie;228.308;4.2876;14.94;0.95;0.52;Se1;
IC1106;IC1106;Galaxie;228.4845;4.711;15.13;0.91;0.43;Se1;
IC1107;IC1107;Galaxie;228.5373;4.7144;15.91;0.7;0.57;Se1;
IC1109;IC1109;Galaxie;229.2666;5.2561;15.37;0.81;0.69;Se1;
IC1110;IC1110;Galaxie;228.0211;67.3626;14.83;1.26;0.5;UMi;
IC1112;IC1112;Galaxie;229.4473;7.2183;15.07;1.02;0.6;Se1;
IC1113;IC1113;Galaxie;229.563;12.4887;15.28;0.87;0.77;Se1;
IC1114;IC1114;Autre;227.857;75.4267;;;;UMi;
IC1115;IC1115;Autre;230.5793;-4.4739;;;;Lib;
IC1116;IC1116;Galaxie;230.4803;8.4238;14.53;1.07;0.68;Se1;
IC1117;IC1117;Galaxie;231.0954;15.4886;15.68;0.73;0.35;Se1;
IC1118;IC1118;Galaxie;231.248;13.4451;14.91;1.23;1.23;Se1;
IC1119;IC1119;Galaxie;231.4345;-3.6563;;1;1;Se1;
IC1119 NED01;IC1119 NED01;Galaxie;231.434;-3.6539;16.5;0.52;0.33;Se1;
IC1119 NED02;IC1119 NED02;Galaxie;231.4359;-3.6581;15.28;0.62;0.43;Se1;
IC1120;IC1120;Galaxie;231.546;18.8723;16.23;0.67;0.29;Se1;
IC1121;IC1121;Galaxie;231.9336;6.8039;15.42;1.05;0.82;Se1;
IC1122;IC1122;Galaxie;232.3461;7.6174;15.58;0.6;0.56;Se1;
IC1123;IC1123;Autre;232.2255;42.8985;;;;Boo;
IC1124;IC1124;Galaxie;232.5036;23.6384;14.45;1.1;0.42;Se1;
IC1125;IC1125;Galaxie;233.2734;-1.6282;14.32;1.61;0.86;Se1;
IC1126;IC1126;Autre;233.7534;4.9904;;;;Se1;
IC1129;IC1129;Galaxie;233.0034;68.2463;13.5;1.01;0.86;UMi;
IC1130;IC1130;Galaxie;234.4335;17.2444;15.56;0.74;0.52;Se1;
IC1131;IC1131;Galaxie;234.7154;12.0806;14.73;0.85;0.65;Se1;
IC1132;IC1132;Galaxie;235.0282;20.6806;14.37;1.05;0.97;Se1;
IC1133;IC1133;Galaxie;235.3;15.5734;14.73;1.27;0.39;Se1;
IC1134;IC1134;Galaxie;236.2437;16.9621;15.41;0.87;0.54;Se1;
IC1135;IC1135;Galaxie;236.3946;17.7001;15.14;0.85;0.31;Se1;
IC1136;IC1136;Galaxie;236.8933;-1.5453;15.21;0.75;0.7;Se1;
IC1137;IC1137;Galaxie;237.1358;8.5879;14.71;0.86;0.79;Se1;
IC1138;IC1138;Galaxie;237.0657;26.2062;15.27;1.04;0.21;CrB;
IC1139;IC1139;Galaxie;232.3587;82.5839;15.62;0.65;0.28;UMi;
IC1140;IC1140;Autre;237.3553;19.1134;;;;Se1;
IC1141;IC1141;Galaxie;237.4456;12.3993;14.52;0.47;0.45;Se1;
IC1142;IC1142;Galaxie;237.608;18.1396;14.96;1.03;0.77;Se1;
IC1143;IC1143;Galaxie;232.7332;82.4558;14.62;1.45;1.38;UMi;
IC1144;IC1144;Galaxie;237.8404;43.4177;14.69;0.74;0.52;Her;
IC1145;IC1145;Galaxie;236.0356;72.4312;15.12;1.45;0.43;UMi;
IC1146;IC1146;Galaxie;237.092;69.3856;14.65;1.29;0.94;Dra;
IC1147;IC1147;Galaxie;237.5484;69.5601;15.52;0.45;0.45;Dra;
IC1149;IC1149;Galaxie;239.5333;12.0703;14.05;1.07;0.85;Se1;
IC1150;IC1150;Autre;239.5773;15.8745;;;;Se1;
IC1151;IC1151;Galaxie;239.6347;17.4415;12.92;2.23;0.88;Se1;
IC1152;IC1152;Galaxie;239.1805;48.095;14.21;1.15;1.03;Her;
IC1153;IC1153;Galaxie;239.2625;48.1684;13.57;1.2;1;Her;
IC1154;IC1154;Galaxie;238.1192;70.3751;14.67;1.77;1.12;UMi;
IC1155;IC1155;Galaxie;240.149;15.6856;14.35;0.79;0.74;Se1;
IC1156;IC1156;Galaxie;240.1557;19.7232;13.44;1.1;1.01;Her;
IC1157;IC1157;Galaxie;240.2344;15.5264;15.56;0.82;0.41;Se1;
IC1158;IC1158;Galaxie;240.392;1.7078;13.09;1.89;0.94;Se1;
IC1159;IC1159;Galaxie;240.2561;15.42;15.66;0.76;0.52;Se1;
IC1160;IC1160;Galaxie;240.2605;15.4947;15.59;0.77;0.49;Se1;
IC1161;IC1161;Galaxie;240.3201;15.6454;15.15;0.71;0.52;Se1;
IC1162;IC1162;Galaxie;240.318;17.6778;14.68;0.72;0.56;Her;
IC1163;IC1163;Galaxie;240.3773;15.5039;14.93;0.79;0.73;Se1;
IC1164;IC1164;Autre;238.7613;70.587;;;;UMi;
IC1165;IC1165;Galaxie;240.5342;15.6939;;0.9;0.9;Her;
IC1165 NED01;IC1165 NED01;Galaxie;240.5335;15.6966;14.95;0.69;0.64;Her;
IC1165 NED02;IC1165 NED02;Galaxie;240.536;15.6932;15.63;0.63;0.54;Her;
IC1166;IC1166;Galaxie;240.5371;26.3272;;0.6;0.6;CrB;
IC1166 NED01;IC1166 NED01;Galaxie;240.5372;26.3293;16.77;0.53;0.31;CrB;
IC1166 NED02;IC1166 NED02;Galaxie;240.5368;26.3253;17.07;0.41;0.28;CrB;
IC1167;IC1167;Galaxie;240.9703;14.9464;15.5;0.62;0.55;Se1;
IC1168;IC1168;Galaxie;240.982;14.9024;15.62;1.32;0.56;Se1;
IC1169;IC1169;Galaxie;241.056;13.744;14.06;1.06;0.72;Se1;
IC1170;IC1170;Galaxie;241.132;17.7215;17.41;0.5;0.28;Her;
IC1171;IC1171;Autre;241.216;17.9782;;;;Her;
IC1173;IC1173;Galaxie;241.3023;17.4229;14.57;0.92;0.45;Her;
IC1174;IC1174;Galaxie;241.3617;15.0253;14.37;1.03;0.75;Se1;
IC1175;IC1175;Autre;241.3442;18.1631;;;;Her;
IC1177;IC1177;Galaxie;241.3325;18.3154;16.23;0.54;0.41;Her;
IC1178;IC1178;Galaxie;241.388;17.6014;13.92;1.34;0.66;Her;
IC1180;IC1180;Autre;241.3755;18.1497;;;;Her;
IC1181;IC1181;Galaxie;241.391;17.5937;14.79;1.01;0.73;Her;
IC1182;IC1182;Galaxie;241.4033;17.8021;14.65;0.84;0.68;Her;
IC1184;IC1184;Autre;241.4283;17.79;;;;Her;
IC1185;IC1185;Galaxie;241.4362;17.717;13.84;0.74;0.54;Her;
IC1186;IC1186;Galaxie;241.4342;17.3622;14.69;0.78;0.48;Her;
IC1187;IC1187;Galaxie;239.7924;70.557;15.43;0.35;0.22;UMi;
IC1188;IC1188;Galaxie;241.532;17.46;;0.7;0.7;Her;
IC1188A;IC1188A;Galaxie;241.5304;17.4608;15.65;0.55;0.41;Her;
IC1188B;IC1188B;Galaxie;241.5345;17.4616;17.42;0.28;0.18;Her;
IC1189;IC1189;Galaxie;241.5618;18.1829;14.43;0.79;0.56;Her;
IC1190;IC1190;Galaxie;241.4684;18.2205;14.68;1.28;0.35;Her;
IC1191;IC1191;Galaxie;241.6198;18.2679;;0.7;0.7;Her;
IC1191 NED01;IC1191 NED01;Galaxie;241.6208;18.2679;16.63;0.71;0.16;Her;
IC1191 NED02;IC1191 NED02;Galaxie;241.6238;18.2679;17;0.4;0.21;Her;
IC1192;IC1192;Galaxie;241.638;17.7756;14.89;0.91;0.43;Her;
IC1193;IC1193;Galaxie;241.6342;17.7139;14.38;0.78;0.65;Her;
IC1194;IC1194;Galaxie;241.664;17.7612;14.3;0.64;0.49;Her;
IC1195;IC1195;Galaxie;241.6703;17.1918;14.83;0.61;0.43;Her;
IC1196;IC1196;Galaxie;241.9932;10.7796;14.69;1.04;0.51;Se1;
IC1197;IC1197;Galaxie;242.072;7.5385;14.36;2.56;0.54;Se1;
IC1198;IC1198;Galaxie;242.1515;12.3309;14.94;0.79;0.41;Se1;
IC1199;IC1199;Galaxie;242.6431;10.0404;14.54;1.19;0.42;Se1;
IC1201;IC1201;Galaxie;241.4235;69.5938;15.58;0.68;0.22;Dra;
IC1203;IC1203;Amas ouvert;243.8167;-22.3706;;3.5;2;Sco;
IC1204;IC1204;Galaxie;241.8145;69.9315;15.3;0.65;0.3;UMi;
IC1205;IC1205;Galaxie;243.5663;9.5372;14.55;0.69;0.59;Her;
IC1206;IC1206;Galaxie;243.8045;11.2974;14.81;1.12;0.64;Her;
IC1207;IC1207;Amas ouvert;244.8613;-29.6511;;2;0.5;Sco;
IC1208;IC1208;Galaxie;243.9495;36.5273;15.03;1.25;0.32;CrB;
IC1209;IC1209;Galaxie;244.6651;15.5584;14.88;1.36;0.88;Her;
IC1210;IC1210;Galaxie;243.6256;62.5367;14.56;1.38;0.42;Dra;
IC1211;IC1211;Galaxie;244.2166;53.006;13.76;1.34;1.25;Dra;
IC1212;IC1212;Galaxie;243.8781;64.2248;15.32;0.77;0.66;Dra;
IC1214;IC1214;Galaxie;244.0488;65.9688;14.95;1.05;0.44;Dra;
IC1215;IC1215;Galaxie;243.8964;68.3977;13.7;0.91;0.68;Dra;
IC1216;IC1216;Galaxie;243.9808;68.3499;14.87;0.75;0.63;Dra;
IC1217;IC1217;Autre;244.0171;69.6765;;;;Dra;
IC1218;IC1218;Galaxie;244.1546;68.2026;15.3;0.92;0.92;Dra;
IC1219;IC1219;Galaxie;246.1144;19.4826;15.13;1.31;0.52;Her;
IC1220;IC1220;Galaxie;247.4096;8.4507;14.73;1.24;1.17;Her;
IC1221;IC1221;Galaxie;248.6735;46.3921;14.59;1;0.92;Her;
IC1222;IC1222;Galaxie;248.7883;46.2139;13.37;1.51;1.12;Her;
IC1223;IC1223;Galaxie;248.9269;49.2205;15.3;0.82;0.6;Her;
IC1224;IC1224;Galaxie;250.7345;19.2544;15.37;1.28;0.84;Her;
IC1225;IC1225;Galaxie;249.2188;67.6294;15.42;1.37;0.45;Dra;
IC1226;IC1226;Galaxie;250.2774;46.0041;15.3;0.57;0.5;Her;
IC1228;IC1228;Galaxie;250.527;65.5855;14.43;1.32;0.71;Dra;
IC1229;IC1229;Galaxie;251.2451;51.3081;15.96;0.44;0.17;Dra;
IC1230;IC1230;Galaxie;251.2562;51.2596;;0.92;0.59;Her;
IC1231;IC1231;Galaxie;251.7459;58.4232;13.2;1.88;0.86;Dra;
IC1234;IC1234;Autre;253.2121;56.8778;;;;Dra;
IC1235;IC1235;Galaxie;253.0151;63.1158;15.04;0.76;0.53;Dra;
IC1236;IC1236;Galaxie;254.6233;20.0415;13.64;1.17;1.07;Her;
IC1237;IC1237;Galaxie;254.0669;55.0265;14.6;1.97;0.58;Dra;
IC1238;IC1238;Autre;255.1256;23.0768;;;;Her;
IC1240;IC1240;Autre;255.2453;61.0504;;;;Dra;
IC1241;IC1241;Galaxie;255.3676;63.6911;13.72;1.16;0.93;Dra;
IC1242;IC1242;Galaxie;257.1787;4.0499;14.86;0.84;0.51;Oph;
IC1243;IC1243;Autre;257.6023;10.7666;;;;Oph;
IC1244;IC1244;Galaxie;257.6405;36.3033;14.52;1.13;1.13;Her;
IC1245;IC1245;Galaxie;258.1525;38.0204;14.9;1.85;0.97;Her;
IC1246;IC1246;Autre;258.5512;20.2373;;;;Her;
IC1247;IC1247;Autre;259.0923;-12.7809;;;;Oph;
IC1248;IC1248;Galaxie;257.9174;59.9956;14.59;0.82;0.64;Dra;
IC1249;IC1249;Galaxie;258.7297;35.5201;14.83;0.24;0.22;Her;
IC1250;IC1250;Galaxie;258.6215;57.4168;15.95;0.59;0.3;Dra;
IC1251;IC1251;Galaxie;257.5538;72.4105;14.33;1.21;0.64;Dra;
IC1252;IC1252;Galaxie;258.9599;57.3668;15.64;1.06;0.32;Dra;
IC1254;IC1254;Galaxie;257.8892;72.402;13.95;0.91;0.54;Dra;
IC1255;IC1255;Galaxie;260.7725;12.6954;14.15;0.98;0.48;Oph;
IC1256;IC1256;Galaxie;260.9471;26.4865;13.55;1.28;0.75;Her;
IC1257;IC1257;Amas globulaire;261.7849;-7.0931;;3.3;3.3;Oph;
IC1258;IC1258;Galaxie;261.8224;58.4855;14.43;0.91;0.72;Dra;
IC1259;IC1259;Galaxie;261.8575;58.5167;;0.9;0.9;Dra;
IC1259 NED01;IC1259 NED01;Galaxie;261.853;58.5169;15.22;0.91;0.59;Dra;
IC1259 NED02;IC1259 NED02;Galaxie;261.8616;58.5166;14.11;1.11;1.06;Dra;
IC1260;IC1260;Galaxie;261.8822;58.4759;15.7;0.42;0.34;Dra;
IC1261;IC1261;Galaxie;260.8473;71.2636;;1.1;1.1;Dra;
IC1261 NED01;IC1261 NED01;Galaxie;260.8588;71.2628;15.98;0.84;0.68;Dra;
IC1261 NED02;IC1261 NED02;Galaxie;260.837;71.2644;14.9;0.69;0.61;Dra;
IC1262;IC1262;Galaxie;263.2584;43.7596;13.65;1.64;0.82;Her;
IC1263;IC1263;Galaxie;263.28;43.8221;14.71;1.63;0.68;Her;
IC1264;IC1264;Galaxie;263.3202;43.6292;15.52;1.37;1.22;Her;
IC1265;IC1265;Galaxie;264.1643;42.0884;14.04;1.85;0.81;Her;
IC1266;IC1266;Nebuleuse;266.3971;-46.0899;11.2;0.16;0.16;Ara;
IC1267;IC1267;Galaxie;264.6912;59.3731;13.42;1.38;0.95;Dra;
IC1268;IC1268;Galaxie;267.6637;17.2094;15.21;0.66;0.49;Her;
IC1269;IC1269;Galaxie;268.025;21.5696;12.82;1.32;0.85;Her;
IC1270;IC1270;Autre;266.9875;62.2234;;;;Dra;
IC1271;IC1271;Nebuleuse;271.3046;-24.4105;;;;Sgr;
IC1272;IC1272;Autre;271.2323;25.1292;;;;Her;
IC1273;IC1273;Autre;271.2615;25.1321;;;;Her;
IC1274;IC1274;Nebuleuse;272.4626;-23.6482;;20;5;Sgr;
IC1275;IC1275;Nebuleuse;272.53;-23.7612;;;;Sgr;
IC1276;IC1276;Amas globulaire;272.6845;-7.2076;;9.6;9.6;Se2;
IC1277;IC1277;Galaxie;272.6137;31.0032;14.95;0.98;0.67;Her;
IC1278;IC1278;Autre;272.6735;31.1499;;;;Her;
IC1279;IC1279;Galaxie;272.8141;36.0078;14.38;2.34;0.59;Her;
IC1281;IC1281;Galaxie;272.9087;35.9922;;1.3;1.3;Her;
IC1281 NED01;IC1281 NED01;Galaxie;272.9084;35.9874;16.39;0.54;0.31;Her;
IC1281 NED02;IC1281 NED02;Galaxie;272.909;35.9973;15.58;0.57;0.38;Her;
IC1282;IC1282;Autre;273.5219;21.1022;;;;Her;
IC1283;IC1283;Nebuleuse;274.3202;-19.7622;;15;15;Sgr;
IC1284;IC1284;Nebuleuse;274.4151;-19.672;7.7;16.98;15.14;Sgr;
IC1285;IC1285;Autre;274.0424;25.1003;;;;Her;
IC1286;IC1286;Galaxie;274.0595;55.591;14.72;1.42;0.44;Dra;
IC1287;IC1287;Nebuleuse;277.857;-10.7958;6.1;20;10;Sct;
IC1288;IC1288;Galaxie;277.3436;39.7134;14.24;1.09;0.61;Lyr;
IC1289;IC1289;Galaxie;277.5095;39.964;15.27;0.66;0.33;Lyr;
IC1290;IC1290;Amas ouvert;279.6471;-24.0968;;;;Sgr;
IC1291;IC1291;Galaxie;278.469;49.2786;13.03;1.33;1.15;Dra;
IC1292;IC1292;Autre;281.1685;-27.8163;;;;Sgr;
IC1293;IC1293;Autre;280.4027;56.3178;;;;Dra;
IC1294;IC1294;Autre;282.4602;40.2094;;;;Lyr;
IC1295;IC1295;Nebuleuse;283.6547;-8.827;12.5;1.5;1.5;Sct;
IC1296;IC1296;Galaxie;283.3285;33.0666;15.35;0.99;0.53;Lyr;
IC1297;IC1297;Nebuleuse;289.3475;-39.6131;10.7;0.12;0.12;CrA;
IC1298;IC1298;Autre;289.6487;-1.5962;;;;Aql;
IC1299;IC1299;Amas ouvert;290.6751;20.7396;14;2;1;Vul;
IC1301;IC1301;Galaxie;291.6332;50.1253;14.25;1.44;0.69;Cyg;
IC1302;IC1302;Galaxie;292.7204;35.7852;13.35;0.95;0.51;Cyg;
IC1303;IC1303;Galaxie;292.8752;35.8766;14.83;1.18;0.73;Cyg;
IC1304;IC1304;Amas ouvert;293.8937;41.1118;;;;Cyg;
IC1305;IC1305;Autre;294.8213;20.1943;;;;Vul;
IC1306;IC1306;Amas ouvert;295.4216;37.6852;;;;Cyg;
IC1307;IC1307;Amas ouvert;295.6338;27.7526;;;;Vul;
IC1308;IC1308;Nebuleuse;296.2718;-14.7203;;;;Sgr;
IC1309;IC1309;Galaxie;300.7563;-17.2321;15.06;0.87;0.64;Sgr;
IC1310;IC1310;Amas ouvert;302.5041;34.9689;;15;3;Cyg;
IC1311;IC1311;Amas ouvert;302.6993;41.1739;13.1;6.3;6.3;Cyg;
IC1312;IC1312;Autre;304.2146;18.046;;;;Sge;
IC1313;IC1313;Galaxie;304.6819;-16.946;15;1.61;1.02;Cap;
IC1314;IC1314;Amas ouvert;304.4583;25.0898;;;;Vul;
IC1315;IC1315;Autre;304.3415;30.6891;;;;Cyg;
IC1316;IC1316;Autre;305.6077;6.5017;;;;Aql;
IC1317;IC1317;Galaxie;305.815;0.6647;13.73;0.76;0.57;Aql;
IC1318;IC1318;Autre;305.557;40.2567;2.23;;;Cyg;gam Cyg
IC1319;IC1319;Galaxie;306.508;-18.5041;14.84;0.79;0.49;Cap;
IC1320;IC1320;Galaxie;306.6069;2.9097;14.44;1.07;0.61;Del;
IC1321;IC1321;Galaxie;307.046;-18.2915;15.24;1.1;0.71;Cap;
IC1322;IC1322;Galaxie;307.5353;-15.2278;15.47;1.1;0.56;Cap;
IC1323;IC1323;Autre;307.6208;-15.1819;;;;Cap;
IC1324;IC1324;Galaxie;308.0513;-9.0561;14.29;1.25;1.12;Cap;
IC1327;IC1327;Galaxie;308.922;-0.0058;14.92;0.93;0.9;Aql;
IC1328;IC1328;Galaxie;310.4877;-19.6331;14.88;0.89;0.36;Cap;
IC1329;IC1329;Autre;310.9255;15.5974;;;;Del;
IC1330;IC1330;Galaxie;311.5622;-14.0232;;1.25;0.41;Aqr;
IC1331;IC1331;Galaxie;311.9532;-9.9959;14.69;1.75;0.49;Aqr;
IC1332;IC1332;Galaxie;312.9641;-13.7115;15.88;1.16;0.69;Aqr;
IC1333;IC1333;Galaxie;313.0717;-16.2858;15.46;1.37;0.73;Cap;
IC1335;IC1335;Galaxie;313.2755;-16.3354;15.96;0.89;0.64;Cap;
IC1336;IC1336;Galaxie;313.7705;-18.0387;15.29;0.86;0.49;Cap;
IC1337;IC1337;Galaxie;314.2196;-16.5858;14.68;0.84;0.61;Cap;
IC1338;IC1338;Galaxie;314.241;-16.4926;15.59;0.76;0.5;Cap;
IC1339;IC1339;Galaxie;314.4813;-17.9428;14.17;1.51;0.94;Cap;
IC1340;IC1340;Nebuleuse;314.0344;31.0479;;25.12;19.95;Cyg;
IC1341;IC1341;Galaxie;315.0695;-13.9763;15.24;0.95;0.53;Aqr;
IC1342;IC1342;Galaxie;315.106;-14.4959;;1.08;0.41;Aqr;
IC1343;IC1343;Galaxie;315.2527;-15.4037;15.16;1.02;0.43;Cap;
IC1344;IC1344;Galaxie;315.3185;-13.3803;14.57;1.15;0.52;Aqr;
IC1345;IC1345;Galaxie;315.3425;-13.3976;15.58;0.48;0.41;Aqr;
IC1346;IC1346;Galaxie;315.4042;-13.9607;14.92;1.23;0.62;Aqr;
IC1347;IC1347;Galaxie;315.435;-13.3133;15.62;1.42;0.65;Aqr;
IC1348;IC1348;Galaxie;315.4338;-13.358;15.58;0.37;0.26;Aqr;
IC1349;IC1349;Galaxie;315.4602;-13.2655;15.47;0.72;0.43;Aqr;
IC1350;IC1350;Galaxie;315.4679;-13.8527;14.79;0.91;0.56;Aqr;
IC1351;IC1351;Galaxie;315.4685;-13.2019;15.65;0.74;0.23;Aqr;
IC1352;IC1352;Galaxie;315.4787;-13.3841;16.38;0.5;0.3;Aqr;
IC1353;IC1353;Galaxie;315.4847;-13.2728;16.38;0.45;0.35;Aqr;
IC1355;IC1355;Galaxie;315.4933;-13.173;15.66;0.4;0.34;Aqr;
IC1356;IC1356;Galaxie;315.7208;-15.8116;15.2;0.82;0.58;Cap;
IC1357;IC1357;Galaxie;316.4888;-10.7162;15.85;1.28;0.48;Aqr;
IC1358;IC1358;Galaxie;316.6225;-16.2044;15.65;0.5;0.23;Cap;
IC1359;IC1359;Galaxie;317.1792;12.4843;14.74;1.16;0.49;Del;
IC1360;IC1360;Galaxie;317.7097;5.0714;15.4;0.8;0.4;Equ;
IC1361;IC1361;Galaxie;317.8714;5.0543;15.39;0.78;0.55;Equ;
IC1362;IC1362;Galaxie;317.9694;2.329;15.88;0.62;0.45;Aqr;
IC1363;IC1363;Amas ouvert;317.6684;46.8701;;;;Cyg;
IC1364;IC1364;Galaxie;318.3528;2.7697;13.41;1.07;0.78;Equ;
IC1365;IC1365;Galaxie;318.483;2.5654;;1;1;Equ;
IC1365 NED01;IC1365 NED01;Galaxie;318.483;2.5654;14.95;1.66;0.85;Equ;
IC1365 NED02;IC1365 NED02;Galaxie;318.4777;2.5638;15.81;1.38;0.81;Equ;
IC1366;IC1366;Galaxie;318.5334;1.7761;15.79;0.81;0.41;Aqr;
IC1367;IC1367;Galaxie;318.5404;2.9938;15.52;0.65;0.5;Equ;
IC1368;IC1368;Galaxie;318.5525;2.178;14.3;1.36;0.52;Aqr;
IC1369;IC1369;Amas ouvert;318.0377;47.7685;;5.1;5.1;Cyg;
IC1370;IC1370;Galaxie;318.8095;2.192;15.07;0.66;0.49;Aqr;
IC1371;IC1371;Galaxie;320.0652;-4.8765;14.98;1.42;0.83;Aqr;
IC1372;IC1372;Galaxie;320.0712;-5.6046;15.04;0.83;0.63;Aqr;
IC1373;IC1373;Galaxie;320.1552;1.0924;15.34;0.89;0.61;Aqr;
IC1374;IC1374;Galaxie;320.261;1.713;15.78;0.63;0.44;Aqr;
IC1375;IC1375;Galaxie;320.2491;3.9854;15.17;0.58;0.37;Equ;
IC1376;IC1376;Autre;321.1712;-5.7424;;;;Aqr;
IC1377;IC1377;Galaxie;321.361;4.3142;14.77;0.73;0.56;Equ;
IC1378;IC1378;Autre;320.7155;55.4643;;;;Cep;
IC1379;IC1379;Galaxie;321.5053;3.0974;15.68;0.59;0.47;Equ;
IC1380;IC1380;Galaxie;321.7959;2.7177;15.65;0.68;0.58;Peg;
IC1381;IC1381;Galaxie;321.8904;-1.1886;15.49;0.9;0.59;Aqr;
IC1383;IC1383;Galaxie;321.9152;-1.1022;15.94;0.62;0.22;Aqr;
IC1384;IC1384;Galaxie;321.9711;-1.3686;15.36;0.77;0.63;Aqr;
IC1385;IC1385;Galaxie;322.2133;-1.0701;18.25;0.59;0.53;Aqr;
IC1386;IC1386;Galaxie;322.406;-21.1957;13.12;0.97;0.77;Cap;
IC1387;IC1387;Galaxie;322.3936;-1.3509;15.04;0.48;0.46;Aqr;
IC1388;IC1388;Galaxie;322.4674;-0.6313;15.02;0.82;0.41;Aqr;
IC1389;IC1389;Galaxie;323.0327;-18.0184;15.46;0.81;0.49;Cap;
IC1390;IC1390;Galaxie;323.1033;-1.8625;15.07;0.65;0.61;Aqr;
IC1391;IC1391;Galaxie;323.7517;-0.5114;15.85;0.64;0.49;Aqr;
IC1392;IC1392;Galaxie;323.8862;35.3983;12.95;1.53;1.22;Cyg;
IC1393;IC1393;Galaxie;325.0594;-22.4114;15.6;0.74;0.48;Cap;
IC1394;IC1394;Galaxie;325.0543;14.633;14.84;1.23;1.15;Peg;
IC1395;IC1395;Galaxie;325.4225;4.1045;15.44;0.74;0.68;Peg;
IC1396;IC1396;Amas ouvert;324.7401;57.4891;;14;4;Cep;
IC1397;IC1397;Galaxie;326.0096;-4.8848;15.29;0.85;0.52;Aqr;
IC1398;IC1398;Galaxie;326.4643;9.4753;15.35;0.76;0.43;Peg;
IC1399;IC1399;Galaxie;326.5371;4.4022;15.62;0.68;0.46;Peg;
IC1400;IC1400;Amas ouvert;326.0678;52.967;;;;Cyg;
